City,Temperature F,Humidity %,Cloudiness %,Wind Speed mph,Latitude,Longitude,Date
wageningen,36.27,84.0,90.0,2.24,51.98,5.66,Mon Dec  9 23:27:07 2019
ndele,36.27,84.0,90.0,2.24,51.98,5.66,Mon Dec  9 23:27:07 2019
sorvag,36.27,84.0,90.0,2.24,51.98,5.66,Mon Dec  9 23:27:07 2019
nuevo progreso,74.19,78.0,40.0,13.87,26.05,-97.95,Mon Dec  9 23:27:08 2019
flinders,68.94,64.0,75.0,14.99,-34.58,150.85,Mon Dec  9 23:27:08 2019
plougastel-daoulas,50.34,87.0,90.0,21.92,48.37,-4.37,Mon Dec  9 23:27:08 2019
montepuez,80.42,72.0,100.0,7.29,-13.13,39.0,Mon Dec  9 23:27:08 2019
jiuquan,32.76,19.0,13.0,1.92,39.73,98.49,Mon Dec  9 23:27:08 2019
nyagan,32.18,89.0,100.0,13.71,62.14,65.43,Mon Dec  9 23:27:09 2019
necochea,64.99,30.0,65.0,3.36,-38.55,-58.74,Mon Dec  9 23:27:09 2019
lerwick,44.6,93.0,75.0,33.33,60.15,-1.15,Mon Dec  9 23:27:09 2019
halalo,44.6,93.0,75.0,33.33,60.15,-1.15,Mon Dec  9 23:27:09 2019
jertih,82.4,74.0,20.0,12.75,5.74,102.5,Mon Dec  9 23:27:09 2019
vao,40.24,88.0,100.0,13.29,59.1,26.19,Mon Dec  9 23:27:10 2019
korla,40.24,88.0,100.0,13.29,59.1,26.19,Mon Dec  9 23:27:10 2019
inongo,71.83,94.0,97.0,4.43,-1.93,18.29,Mon Dec  9 23:27:10 2019
hualmay,65.07,85.0,97.0,4.29,-11.1,-77.61,Mon Dec  9 23:27:10 2019
urumqi,65.07,85.0,97.0,4.29,-11.1,-77.61,Mon Dec  9 23:27:10 2019
burgeo,42.44,89.0,100.0,21.68,47.61,-57.61,Mon Dec  9 23:27:11 2019
juneau,38.41,86.0,75.0,12.75,58.3,-134.42,Mon Dec  9 23:22:21 2019
lanigan,-13.47,91.0,0.0,7.14,51.85,-105.03,Mon Dec  9 23:27:11 2019
springbok,62.6,63.0,0.0,4.7,-29.67,17.88,Mon Dec  9 23:27:11 2019
riverton,15.03,92.0,1.0,4.7,43.02,-108.38,Mon Dec  9 23:27:11 2019
asau,15.03,92.0,1.0,4.7,43.02,-108.38,Mon Dec  9 23:27:11 2019
plaster rock,45.75,100.0,90.0,8.05,46.91,-67.4,Mon Dec  9 23:27:12 2019
godda,76.08,33.0,0.0,5.79,24.83,87.21,Mon Dec  9 23:27:12 2019
winslow,39.56,100.0,40.0,8.05,51.94,-0.88,Mon Dec  9 23:23:09 2019
nordfjordeid,28.54,79.0,40.0,10.29,61.91,5.99,Mon Dec  9 23:27:12 2019
obluche,28.54,79.0,40.0,10.29,61.91,5.99,Mon Dec  9 23:27:12 2019
suileng,7.92,82.0,43.0,1.36,47.25,127.08,Mon Dec  9 23:27:13 2019
pontianak,92.48,49.0,90.0,3.0,-0.02,109.34,Mon Dec  9 23:27:13 2019
saint-pierre,28.13,100.0,0.0,6.93,48.95,4.24,Mon Dec  9 23:27:13 2019
monticello,20.05,79.0,20.0,25.28,40.03,-88.57,Mon Dec  9 23:27:14 2019
aswan,60.8,51.0,44.0,6.93,24.09,32.9,Mon Dec  9 23:27:14 2019
gamba,32.49,11.0,0.0,7.29,28.28,88.52,Mon Dec  9 23:27:14 2019
port keats,91.72,58.0,18.0,12.86,-14.25,129.55,Mon Dec  9 23:27:14 2019
bjornevatn,27.59,86.0,75.0,36.91,69.67,29.98,Mon Dec  9 23:27:14 2019
rantepao,77.31,83.0,41.0,2.98,-2.97,119.9,Mon Dec  9 23:27:15 2019
cartersville,57.96,82.0,90.0,8.05,34.17,-84.8,Mon Dec  9 23:27:15 2019
banyo,65.12,35.0,78.0,1.54,6.75,11.81,Mon Dec  9 23:27:15 2019
hato mayor,73.17,94.0,20.0,4.7,18.76,-69.26,Mon Dec  9 23:27:15 2019
safford,39.76,93.0,90.0,4.7,32.83,-109.71,Mon Dec  9 23:27:15 2019
bafoulabe,72.3,12.0,93.0,6.06,13.81,-10.83,Mon Dec  9 23:27:16 2019
santa rosa del sur,71.51,82.0,75.0,2.75,7.96,-74.05,Mon Dec  9 23:27:16 2019
marcona,71.51,82.0,75.0,2.75,7.96,-74.05,Mon Dec  9 23:27:16 2019
pasni,77.81,48.0,0.0,7.65,25.26,63.48,Mon Dec  9 23:27:16 2019
mandurah,88.27,19.0,8.0,16.11,-32.55,115.7,Mon Dec  9 23:27:16 2019
wellington,61.75,72.0,86.0,5.82,-41.29,174.78,Mon Dec  9 23:22:34 2019
ponta delgada,66.2,88.0,75.0,16.11,37.73,-25.67,Mon Dec  9 23:27:17 2019
xining,28.62,28.0,0.0,5.75,36.62,101.77,Mon Dec  9 23:27:17 2019
prince rupert,33.8,100.0,1.0,10.07,54.32,-130.32,Mon Dec  9 23:24:05 2019
trelew,64.51,39.0,78.0,22.93,-43.25,-65.31,Mon Dec  9 23:27:18 2019
te anau,54.75,66.0,69.0,8.43,-45.41,167.72,Mon Dec  9 23:27:18 2019
silvan,44.6,93.0,90.0,5.82,38.14,41.01,Mon Dec  9 23:27:18 2019
khonuu,44.6,93.0,90.0,5.82,38.14,41.01,Mon Dec  9 23:27:18 2019
barawe,44.6,93.0,90.0,5.82,38.14,41.01,Mon Dec  9 23:27:18 2019
varhaug,35.8,74.0,75.0,9.17,58.61,5.65,Mon Dec  9 23:27:18 2019
santiago,74.43,74.0,88.0,3.2,16.69,121.54,Mon Dec  9 23:26:38 2019
santa fe,74.59,60.0,0.0,1.01,-31.62,-60.7,Mon Dec  9 23:26:00 2019
palkaka,74.59,60.0,0.0,1.01,-31.62,-60.7,Mon Dec  9 23:26:00 2019
filingue,66.52,17.0,0.0,6.4,14.35,3.32,Mon Dec  9 23:27:19 2019
cullinan,60.22,87.0,90.0,9.17,-25.67,28.53,Mon Dec  9 23:27:20 2019
new iberia,71.1,100.0,90.0,9.17,30.0,-91.82,Mon Dec  9 23:24:10 2019
aleksandrov gay,25.93,84.0,0.0,4.05,50.14,48.57,Mon Dec  9 23:27:20 2019
severo-yeniseyskiy,16.72,90.0,95.0,8.88,60.37,93.04,Mon Dec  9 23:27:20 2019
lamut,68.76,79.0,63.0,3.51,16.65,121.22,Mon Dec  9 23:27:20 2019
axim,74.57,94.0,98.0,2.35,4.87,-2.24,Mon Dec  9 23:27:21 2019
clyde,66.99,59.0,81.0,6.42,-45.19,169.32,Mon Dec  9 23:27:21 2019
rodino,18.36,96.0,100.0,6.42,52.5,80.2,Mon Dec  9 23:27:21 2019
sakaiminato,59.85,48.0,40.0,4.7,35.55,133.23,Mon Dec  9 23:27:21 2019
formoso do araguaia,59.85,48.0,40.0,4.7,35.55,133.23,Mon Dec  9 23:27:21 2019
kamaishi,41.0,80.0,40.0,2.24,39.28,141.86,Mon Dec  9 23:27:21 2019
florianopolis,65.26,93.0,60.0,2.24,-27.6,-48.55,Mon Dec  9 23:27:22 2019
antalaha,81.79,82.0,100.0,5.73,-14.9,50.28,Mon Dec  9 23:27:22 2019
tazovskiy,11.89,94.0,85.0,9.98,67.47,78.7,Mon Dec  9 23:27:22 2019
villamontes,74.08,57.0,100.0,2.08,-21.26,-63.47,Mon Dec  9 23:27:22 2019
emba,58.75,76.0,40.0,6.93,34.81,32.42,Mon Dec  9 23:27:23 2019
ganzhou,71.4,14.0,0.0,0.85,25.86,114.93,Mon Dec  9 23:27:23 2019
atambua,87.06,55.0,0.0,6.38,-9.11,124.89,Mon Dec  9 23:27:23 2019
mount pleasant,43.38,81.0,40.0,11.41,33.16,-94.97,Mon Dec  9 23:27:23 2019
nagato,58.24,71.0,75.0,5.82,34.35,131.14,Mon Dec  9 23:27:23 2019
sohag,59.0,62.0,53.0,2.24,26.55,31.7,Mon Dec  9 23:27:24 2019
takoradi,77.83,86.0,84.0,5.06,4.89,-1.75,Mon Dec  9 23:27:24 2019
vila franca do campo,66.2,88.0,75.0,16.11,37.72,-25.43,Mon Dec  9 23:27:24 2019
meyungs,66.2,88.0,75.0,16.11,37.72,-25.43,Mon Dec  9 23:27:24 2019
sidrolandia,69.8,100.0,75.0,4.7,-20.93,-54.96,Mon Dec  9 23:27:02 2019
tubruq,69.8,100.0,75.0,4.7,-20.93,-54.96,Mon Dec  9 23:27:02 2019
pringsewu,83.05,76.0,89.0,2.98,-5.36,104.98,Mon Dec  9 23:27:25 2019
lethbridge,15.33,85.0,75.0,6.93,49.69,-112.85,Mon Dec  9 23:24:08 2019
dubrovnik,50.81,76.0,40.0,8.05,42.65,18.09,Mon Dec  9 23:27:25 2019
bolu,31.68,72.0,0.0,4.25,40.73,31.61,Mon Dec  9 23:27:25 2019
marfino,37.44,100.0,90.0,8.95,56.07,37.56,Mon Dec  9 23:27:26 2019
kondinskoye,32.07,85.0,100.0,14.0,59.65,67.41,Mon Dec  9 23:27:26 2019
synya,33.98,98.0,100.0,12.55,65.37,58.04,Mon Dec  9 23:27:26 2019
chengde,38.53,40.0,31.0,16.82,40.97,117.93,Mon Dec  9 23:27:26 2019
york,50.09,81.0,75.0,6.93,39.96,-76.73,Mon Dec  9 23:27:26 2019
nador,49.93,87.0,77.0,3.36,35.17,-2.93,Mon Dec  9 23:27:27 2019
hebi,63.01,16.0,17.0,10.87,35.75,114.29,Mon Dec  9 23:27:27 2019
port said,61.45,55.0,64.0,0.58,25.34,30.55,Mon Dec  9 23:27:27 2019
bereda,42.46,93.0,77.0,6.93,43.27,-7.54,Mon Dec  9 23:27:27 2019
wau,42.46,93.0,77.0,6.93,43.27,-7.54,Mon Dec  9 23:27:27 2019
rocha,65.89,67.0,0.0,11.43,-34.48,-54.34,Mon Dec  9 23:27:28 2019
grenville,46.49,93.0,90.0,9.17,45.62,-74.6,Mon Dec  9 23:27:28 2019
mount abu,78.4,22.0,1.0,1.52,24.59,72.71,Mon Dec  9 23:27:28 2019
abu dhabi,77.0,69.0,3.0,4.7,24.47,54.37,Mon Dec  9 23:24:02 2019
snezhnogorsk,15.8,85.0,75.0,11.18,69.19,33.23,Mon Dec  9 23:27:28 2019
sayabec,15.8,85.0,75.0,11.18,69.19,33.23,Mon Dec  9 23:27:28 2019
kstovo,37.11,93.0,90.0,8.95,56.15,44.2,Mon Dec  9 23:22:45 2019
zhanatas,37.11,93.0,90.0,8.95,56.15,44.2,Mon Dec  9 23:22:45 2019
isla vista,47.34,87.0,1.0,8.05,34.41,-119.86,Mon Dec  9 23:27:29 2019
kautokeino,9.25,81.0,0.0,14.0,69.01,23.04,Mon Dec  9 23:27:30 2019
hamilton,49.3,87.0,90.0,19.46,43.26,-79.87,Mon Dec  9 23:22:59 2019
westport,53.1,93.0,90.0,6.93,41.14,-73.36,Mon Dec  9 23:26:50 2019
gizo,59.7,77.0,75.0,9.17,31.8,34.94,Mon Dec  9 23:27:30 2019
porto torres,48.2,81.0,20.0,2.24,40.84,8.4,Mon Dec  9 23:27:30 2019
ayr,84.0,67.0,41.0,11.99,-19.58,147.4,Mon Dec  9 23:27:31 2019
whyalla,73.4,53.0,0.0,25.28,-33.04,137.58,Mon Dec  9 23:27:31 2019
elizabeth city,63.79,77.0,1.0,11.41,36.3,-76.22,Mon Dec  9 23:27:31 2019
aguadilla,73.42,85.0,0.0,12.97,18.43,-67.15,Mon Dec  9 23:27:31 2019
college,26.83,100.0,40.0,2.68,64.86,-147.8,Mon Dec  9 23:27:31 2019
burhanpur,76.95,42.0,37.0,5.5,21.31,76.23,Mon Dec  9 23:26:10 2019
sambava,90.1,55.0,80.0,2.46,-14.27,50.17,Mon Dec  9 23:27:32 2019
benalla,80.58,10.0,0.0,17.22,-36.55,145.99,Mon Dec  9 23:27:32 2019
srednekolymsk,-21.37,96.0,99.0,9.19,67.46,153.71,Mon Dec  9 23:27:32 2019
ixtapa,71.29,88.0,5.0,4.38,20.71,-105.21,Mon Dec  9 23:27:32 2019
rincon,66.99,70.0,21.0,5.99,8.46,-82.28,Mon Dec  9 23:27:33 2019
mitsamiouli,84.2,83.0,40.0,10.29,-11.38,43.28,Mon Dec  9 23:27:33 2019
astipalaia,84.2,83.0,40.0,10.29,-11.38,43.28,Mon Dec  9 23:27:33 2019
leshukonskoye,30.27,91.0,98.0,13.15,64.9,45.76,Mon Dec  9 23:27:33 2019
kimbe,82.89,78.0,47.0,3.36,-5.56,150.15,Mon Dec  9 23:27:33 2019
riyadh,64.4,82.0,40.0,5.82,24.63,46.72,Mon Dec  9 23:22:59 2019
saint austell,50.83,100.0,100.0,24.16,50.34,-4.77,Mon Dec  9 23:27:34 2019
caohai,40.91,80.0,62.0,3.09,26.87,104.28,Mon Dec  9 23:27:34 2019
fredericksburg,52.81,93.0,40.0,10.29,38.3,-77.46,Mon Dec  9 23:27:34 2019
morwell,61.95,57.0,2.0,8.99,-38.24,146.4,Mon Dec  9 23:27:34 2019
cienfuegos,73.4,94.0,0.0,5.82,22.15,-80.44,Mon Dec  9 23:27:35 2019
pochutla,72.0,88.0,26.0,6.87,15.74,-96.47,Mon Dec  9 23:27:35 2019
vostok,20.44,94.0,100.0,4.52,46.45,135.83,Mon Dec  9 23:27:35 2019
kaliua,67.66,90.0,100.0,1.63,-5.06,31.79,Mon Dec  9 23:27:35 2019
alenquer,75.2,100.0,20.0,4.7,-1.95,-54.74,Mon Dec  9 23:27:35 2019
marsh harbour,75.97,82.0,4.0,14.81,26.54,-77.06,Mon Dec  9 23:27:36 2019
ballina,53.06,100.0,90.0,19.46,54.11,-9.15,Mon Dec  9 23:27:36 2019
buala,84.11,69.0,100.0,4.72,-8.15,159.59,Mon Dec  9 23:27:36 2019
koygorodok,36.19,95.0,100.0,11.99,60.44,51.01,Mon Dec  9 23:27:36 2019
mafinga,36.19,95.0,100.0,11.99,60.44,51.01,Mon Dec  9 23:27:36 2019
porto novo,69.8,83.0,75.0,1.01,-23.68,-45.44,Mon Dec  9 23:27:37 2019
mendi,75.34,42.0,57.0,1.14,9.8,35.1,Mon Dec  9 23:27:37 2019
omboue,71.94,95.0,100.0,3.87,-1.57,9.26,Mon Dec  9 23:27:37 2019
kyle of lochalsh,71.94,95.0,100.0,3.87,-1.57,9.26,Mon Dec  9 23:27:37 2019
sandakan,77.0,100.0,90.0,5.82,5.84,118.12,Mon Dec  9 23:27:37 2019
quelimane,87.8,62.0,75.0,8.05,-17.88,36.89,Mon Dec  9 23:27:38 2019
hervey bay,82.17,61.0,0.0,13.87,-25.3,152.85,Mon Dec  9 23:27:38 2019
warrnambool,60.01,41.0,70.0,8.01,-38.38,142.48,Mon Dec  9 23:27:38 2019
rio cuarto,73.4,53.0,31.0,5.82,-33.13,-64.35,Mon Dec  9 23:27:38 2019
kirakira,80.28,83.0,65.0,2.86,-10.46,161.92,Mon Dec  9 23:27:38 2019
turayf,53.6,93.0,75.0,9.17,31.68,38.65,Mon Dec  9 23:27:39 2019
klaeng,88.65,31.0,61.0,10.96,12.78,101.65,Mon Dec  9 23:27:39 2019
waitati,57.0,84.0,89.0,15.01,-45.75,170.57,Mon Dec  9 23:27:39 2019
patea,60.58,82.0,77.0,1.99,-39.76,174.48,Mon Dec  9 23:27:39 2019
asyut,55.4,66.0,33.0,5.82,27.18,31.19,Mon Dec  9 23:27:39 2019
dno,37.0,89.0,79.0,9.86,57.83,29.97,Mon Dec  9 23:27:40 2019
sibu,82.4,78.0,75.0,5.82,2.29,111.83,Mon Dec  9 23:27:40 2019
coueron,41.36,100.0,90.0,5.82,47.22,-1.72,Mon Dec  9 23:27:40 2019
port hardy,42.8,87.0,75.0,16.11,50.7,-127.42,Mon Dec  9 23:27:40 2019
soyo,75.63,84.0,66.0,4.59,-6.13,12.37,Mon Dec  9 23:27:40 2019
nieuw nickerie,80.44,78.0,83.0,15.08,5.94,-56.99,Mon Dec  9 23:27:41 2019
young,73.0,64.0,0.0,6.6,-32.7,-57.63,Mon Dec  9 23:27:41 2019
jishou,60.78,55.0,35.0,4.18,28.26,109.7,Mon Dec  9 23:27:41 2019
bentiu,60.78,55.0,35.0,4.18,28.26,109.7,Mon Dec  9 23:27:41 2019
masuguru,83.91,67.0,100.0,7.74,-11.38,38.46,Mon Dec  9 23:27:41 2019
teya,70.95,94.0,5.0,6.93,21.05,-89.07,Mon Dec  9 23:27:42 2019
kushmurun,70.95,94.0,5.0,6.93,21.05,-89.07,Mon Dec  9 23:27:42 2019
aleksin,35.6,100.0,90.0,4.47,54.5,37.07,Mon Dec  9 23:27:42 2019
joao pinheiro,71.29,89.0,100.0,5.73,-17.74,-46.17,Mon Dec  9 23:27:42 2019
port moresby,87.8,66.0,75.0,17.22,-9.47,147.16,Mon Dec  9 23:27:42 2019
casian,41.95,93.0,61.0,6.93,44.5,28.48,Mon Dec  9 23:27:43 2019
puerto princesa,89.6,66.0,20.0,11.41,9.74,118.73,Mon Dec  9 23:27:43 2019
talcahuano,53.6,87.0,20.0,6.93,-36.72,-73.12,Mon Dec  9 23:27:43 2019
kysyl-syr,-32.35,96.0,30.0,3.89,63.9,122.77,Mon Dec  9 23:27:43 2019
dzhusaly,-32.35,96.0,30.0,3.89,63.9,122.77,Mon Dec  9 23:27:43 2019
fukuma,60.85,51.0,75.0,10.29,33.77,130.47,Mon Dec  9 23:27:44 2019
paradwip,60.85,51.0,75.0,10.29,33.77,130.47,Mon Dec  9 23:27:44 2019
boda,71.96,33.0,0.0,2.15,4.32,17.47,Mon Dec  9 23:27:44 2019
stephenville,40.66,86.0,90.0,12.75,48.55,-58.59,Mon Dec  9 23:27:45 2019
disna,40.66,86.0,90.0,12.75,48.55,-58.59,Mon Dec  9 23:27:45 2019
shelburne,43.36,87.0,90.0,2.24,44.08,-80.2,Mon Dec  9 23:27:45 2019
huambo,60.48,82.0,25.0,2.1,-12.78,15.73,Mon Dec  9 23:27:45 2019
peru,17.8,72.0,90.0,17.22,41.33,-89.13,Mon Dec  9 23:27:45 2019
tskaltubo,46.4,75.0,0.0,3.36,42.33,42.6,Mon Dec  9 23:27:46 2019
kismayo,46.4,75.0,0.0,3.36,42.33,42.6,Mon Dec  9 23:27:46 2019
raga,46.4,75.0,0.0,3.36,42.33,42.6,Mon Dec  9 23:27:46 2019
denpasar,89.6,66.0,20.0,12.75,-8.65,115.22,Mon Dec  9 23:25:57 2019
darhan,8.4,92.0,92.0,2.13,49.49,105.92,Mon Dec  9 23:27:47 2019
wollongong,69.82,88.0,75.0,26.4,-34.42,150.89,Mon Dec  9 23:24:21 2019
brokopondo,73.15,94.0,20.0,2.24,5.06,-54.98,Mon Dec  9 23:27:47 2019
great bend,18.59,78.0,1.0,6.93,38.36,-98.78,Mon Dec  9 23:27:47 2019
mineros,71.6,94.0,75.0,4.7,-17.12,-63.23,Mon Dec  9 23:27:48 2019
merauke,89.91,58.0,26.0,10.98,-8.49,140.4,Mon Dec  9 23:27:48 2019
villa sandino,71.85,93.0,63.0,13.31,12.05,-84.99,Mon Dec  9 23:27:48 2019
baykit,1.09,96.0,100.0,2.13,61.68,96.39,Mon Dec  9 23:27:48 2019
yefimovskiy,1.09,96.0,100.0,2.13,61.68,96.39,Mon Dec  9 23:27:48 2019
puerto del rosario,63.18,77.0,40.0,12.75,28.5,-13.86,Mon Dec  9 23:27:48 2019
urdzhar,63.18,77.0,40.0,12.75,28.5,-13.86,Mon Dec  9 23:27:48 2019
klaksvik,46.4,93.0,100.0,23.04,62.23,-6.59,Mon Dec  9 23:27:49 2019
antipovka,31.14,91.0,0.0,1.66,49.83,45.31,Mon Dec  9 23:27:49 2019
oriximina,77.32,84.0,83.0,3.83,-1.77,-55.87,Mon Dec  9 23:27:49 2019
itarema,74.48,87.0,51.0,5.17,-2.92,-39.92,Mon Dec  9 23:27:49 2019
paamiut,24.06,90.0,100.0,27.49,61.99,-49.67,Mon Dec  9 23:27:50 2019
saryshagan,24.06,90.0,100.0,27.49,61.99,-49.67,Mon Dec  9 23:27:50 2019
roald,28.63,64.0,78.0,16.11,62.58,6.12,Mon Dec  9 23:27:50 2019
tabou,75.04,93.0,42.0,0.87,4.42,-7.36,Mon Dec  9 23:27:50 2019
tabas,57.2,33.0,2.0,2.24,33.6,56.92,Mon Dec  9 23:27:50 2019
kabansk,14.0,56.0,87.0,2.24,52.06,106.65,Mon Dec  9 23:27:51 2019
pingliang,39.97,32.0,15.0,5.35,35.54,106.68,Mon Dec  9 23:27:51 2019
seara,66.2,93.0,32.0,2.48,-27.15,-52.31,Mon Dec  9 23:27:51 2019
drayton valley,15.31,94.0,100.0,1.3,53.22,-114.98,Mon Dec  9 23:27:51 2019
auki,62.83,18.0,0.0,10.04,12.18,6.51,Mon Dec  9 23:27:51 2019
kachikau,62.83,18.0,0.0,10.04,12.18,6.51,Mon Dec  9 23:27:51 2019
tottori,57.02,51.0,40.0,3.36,35.5,134.23,Mon Dec  9 23:27:52 2019
north bend,46.65,100.0,90.0,5.82,43.41,-124.22,Mon Dec  9 23:27:52 2019
marienburg,36.28,83.0,20.0,5.82,52.12,9.98,Mon Dec  9 23:27:52 2019
taybad,46.83,63.0,30.0,4.81,34.74,60.78,Mon Dec  9 23:27:53 2019
namibe,71.78,72.0,49.0,8.95,-15.19,12.15,Mon Dec  9 23:27:53 2019
tecoanapa,75.2,88.0,5.0,2.15,16.99,-99.26,Mon Dec  9 23:27:53 2019
svetlyy,75.2,88.0,5.0,2.15,16.99,-99.26,Mon Dec  9 23:27:53 2019
aldan,-1.43,98.0,99.0,2.35,58.61,125.39,Mon Dec  9 23:27:53 2019
lubango,57.43,46.0,24.0,5.1,-14.92,13.49,Mon Dec  9 23:27:54 2019
shitkino,8.96,93.0,99.0,5.79,56.37,98.35,Mon Dec  9 23:27:54 2019
haines junction,23.32,83.0,94.0,7.49,60.75,-137.51,Mon Dec  9 23:27:54 2019
boueni,87.8,79.0,20.0,11.41,-12.9,45.08,Mon Dec  9 23:27:54 2019
shaunavon,-5.24,94.0,90.0,5.03,49.65,-108.41,Mon Dec  9 23:27:54 2019
arman,9.28,70.0,12.0,13.2,59.7,150.17,Mon Dec  9 23:27:55 2019
taree,84.22,49.0,0.0,9.17,-31.91,152.46,Mon Dec  9 23:27:55 2019
ilebo,68.77,98.0,100.0,1.99,-4.33,20.59,Mon Dec  9 23:27:55 2019
san cristobal,62.02,95.0,21.0,3.06,14.68,-86.92,Mon Dec  9 23:27:55 2019
galesong,75.2,100.0,40.0,1.12,-5.32,119.37,Mon Dec  9 23:27:56 2019
zarubino,38.77,51.0,1.0,17.34,42.65,131.06,Mon Dec  9 23:27:56 2019
okhotsk,-8.43,62.0,1.0,8.3,59.36,143.24,Mon Dec  9 23:27:56 2019
rudsar,56.25,76.0,20.0,2.24,37.14,50.29,Mon Dec  9 23:27:56 2019
kjollefjord,28.42,92.0,90.0,38.03,70.95,27.35,Mon Dec  9 23:27:57 2019
jalu,57.24,74.0,0.0,14.63,29.03,21.55,Mon Dec  9 23:27:57 2019
barra patuca,80.02,81.0,24.0,12.28,15.8,-84.28,Mon Dec  9 23:27:57 2019
tongren,63.75,51.0,0.0,0.43,27.72,109.18,Mon Dec  9 23:27:57 2019
henties bay,64.99,86.0,33.0,3.0,-22.12,14.28,Mon Dec  9 23:27:57 2019
birobidzhan,8.94,83.0,74.0,4.43,48.79,132.93,Mon Dec  9 23:27:58 2019
kutum,58.26,25.0,0.0,3.91,14.2,24.66,Mon Dec  9 23:27:58 2019
chimbote,65.17,88.0,97.0,3.13,-9.08,-78.59,Mon Dec  9 23:27:58 2019
aitape,83.97,67.0,69.0,5.14,-3.15,142.36,Mon Dec  9 23:27:58 2019
balkhash,35.6,59.0,0.0,4.47,46.84,74.98,Mon Dec  9 23:27:58 2019
garden city,29.12,86.0,1.0,3.36,43.62,-116.24,Mon Dec  9 23:27:59 2019
perry,66.65,94.0,40.0,3.96,30.12,-83.58,Mon Dec  9 23:27:59 2019
saint-francois,33.4,100.0,20.0,1.68,46.42,3.91,Mon Dec  9 23:27:59 2019
ust-tsilma,34.27,94.0,100.0,8.28,65.44,52.15,Mon Dec  9 23:27:59 2019
charters towers,93.33,36.0,47.0,15.57,-20.07,146.27,Mon Dec  9 23:27:59 2019
ilo,68.61,78.0,84.0,5.53,-17.65,-71.34,Mon Dec  9 23:28:00 2019
moberly,20.05,67.0,1.0,12.75,39.42,-92.44,Mon Dec  9 23:28:00 2019
weligama,82.35,81.0,87.0,8.88,5.97,80.42,Mon Dec  9 23:28:00 2019
sojat,75.31,28.0,0.0,1.66,25.92,73.67,Mon Dec  9 23:28:00 2019
wajid,79.81,69.0,0.0,17.72,3.81,43.25,Mon Dec  9 23:28:00 2019
sistranda,33.01,86.0,40.0,6.93,63.73,8.83,Mon Dec  9 23:28:01 2019
englehart,1.4,77.0,90.0,17.22,47.82,-79.87,Mon Dec  9 23:28:01 2019
kungurtug,13.03,76.0,41.0,1.81,50.6,97.53,Mon Dec  9 23:28:01 2019
myitkyina,76.62,29.0,0.0,1.68,25.38,97.4,Mon Dec  9 23:28:01 2019
goderich,38.37,82.0,100.0,27.0,43.74,-81.71,Mon Dec  9 23:28:02 2019
darnah,66.56,61.0,2.0,12.97,32.77,22.64,Mon Dec  9 23:28:02 2019
kambove,63.88,92.0,100.0,8.99,-10.88,26.6,Mon Dec  9 23:28:02 2019
mopipi,76.28,63.0,68.0,11.21,-21.2,24.86,Mon Dec  9 23:28:02 2019
louisbourg,76.28,63.0,68.0,11.21,-21.2,24.86,Mon Dec  9 23:28:02 2019
saint-augustin,45.07,93.0,90.0,9.17,45.63,-73.98,Mon Dec  9 23:28:03 2019
boguchany,9.45,94.0,100.0,6.35,58.38,97.46,Mon Dec  9 23:28:03 2019
vanderhoof,11.14,96.0,84.0,2.42,54.02,-124.02,Mon Dec  9 23:28:03 2019
camocim,72.45,94.0,91.0,4.74,-2.9,-40.84,Mon Dec  9 23:28:03 2019
lumberton,70.57,100.0,75.0,3.36,30.27,-94.2,Mon Dec  9 23:28:03 2019
kalemie,67.33,96.0,95.0,5.23,-5.95,29.2,Mon Dec  9 23:28:04 2019
dakar,69.66,88.0,100.0,11.41,14.69,-17.45,Mon Dec  9 23:28:04 2019
boa viagem,72.16,86.0,87.0,3.78,-5.13,-39.73,Mon Dec  9 23:28:04 2019
pitimbu,75.2,88.0,50.0,2.24,-7.47,-34.81,Mon Dec  9 23:28:04 2019
leh,14.79,38.0,94.0,1.48,34.16,77.58,Mon Dec  9 23:28:04 2019
tayoltita,54.95,91.0,5.0,4.14,24.11,-105.93,Mon Dec  9 23:28:05 2019
thunder bay,-4.13,76.0,90.0,9.17,48.41,-89.26,Mon Dec  9 23:28:05 2019
beruni,-4.13,76.0,90.0,9.17,48.41,-89.26,Mon Dec  9 23:28:05 2019
mizdah,50.94,64.0,16.0,17.45,31.45,12.98,Mon Dec  9 23:28:05 2019
milazzo,54.86,76.0,75.0,2.24,38.22,15.24,Mon Dec  9 23:28:05 2019
del rio,64.04,45.0,90.0,6.93,29.36,-100.9,Mon Dec  9 23:28:06 2019
whitehorse,24.39,86.0,75.0,17.22,60.72,-135.06,Mon Dec  9 23:28:06 2019
ubinskoye,23.86,95.0,100.0,9.53,55.31,79.68,Mon Dec  9 23:28:06 2019
stokmarknes,26.6,86.0,75.0,3.36,68.56,14.91,Mon Dec  9 23:28:06 2019
beno-yurt,26.6,86.0,75.0,3.36,68.56,14.91,Mon Dec  9 23:28:06 2019
skjervoy,25.81,79.0,75.0,11.41,70.03,20.97,Mon Dec  9 23:28:07 2019
pontes e lacerda,72.52,95.0,100.0,0.47,-15.23,-59.33,Mon Dec  9 23:28:07 2019
ngukurr,72.52,95.0,100.0,0.47,-15.23,-59.33,Mon Dec  9 23:28:07 2019
bonavista,42.01,88.0,91.0,3.0,48.65,-53.11,Mon Dec  9 23:28:07 2019
