City,Temperature F,Humidity %,Cloudiness %,Wind Speed mph,Latitude,Longitude,Date
ust-kut,36.81,98.0,100.0,10.6,56.78,105.75,Mon Oct 28 14:27:40 2019
abu dhabi,82.4,54.0,0.0,4.7,24.47,54.37,Mon Oct 28 14:27:40 2019
lannion,47.14,93.0,100.0,10.29,48.73,-3.46,Mon Oct 28 14:27:41 2019
tessalit,74.41,12.0,0.0,13.15,20.2,1.01,Mon Oct 28 14:27:41 2019
attawapiskat,74.41,12.0,0.0,13.15,20.2,1.01,Mon Oct 28 14:27:41 2019
falealupo,74.41,12.0,0.0,13.15,20.2,1.01,Mon Oct 28 14:27:41 2019
alyangula,77.0,69.0,0.0,4.7,-13.85,136.42,Mon Oct 28 14:27:41 2019
arlit,89.38,18.0,0.0,7.47,18.74,7.39,Mon Oct 28 14:27:42 2019
nurota,51.8,37.0,0.0,11.41,40.56,65.69,Mon Oct 28 14:27:42 2019
yerbogachen,11.52,94.0,65.0,6.06,61.28,108.01,Mon Oct 28 14:27:42 2019
poya,71.53,80.0,0.0,21.21,-21.35,165.16,Mon Oct 28 14:27:42 2019
cansancao,71.53,80.0,0.0,21.21,-21.35,165.16,Mon Oct 28 14:27:42 2019
bolshiye saly,71.53,80.0,0.0,21.21,-21.35,165.16,Mon Oct 28 14:27:42 2019
sundumbili,62.6,93.0,90.0,5.82,-29.13,31.4,Mon Oct 28 14:27:43 2019
perth,56.8,71.0,75.0,13.87,-31.95,115.86,Mon Oct 28 14:27:43 2019
krasnokamensk,23.99,49.0,92.0,2.84,50.1,118.04,Mon Oct 28 14:27:43 2019
hede,31.75,80.0,0.0,10.29,60.45,15.49,Mon Oct 28 14:27:43 2019
staryy nadym,0.16,96.0,32.0,5.17,65.61,72.68,Mon Oct 28 14:27:43 2019
novomalorossiyskaya,55.0,75.0,40.0,4.32,45.63,39.89,Mon Oct 28 14:27:44 2019
bargal,55.0,75.0,40.0,4.32,45.63,39.89,Mon Oct 28 14:27:44 2019
sampit,73.74,96.0,100.0,1.03,-2.54,112.95,Mon Oct 28 14:27:44 2019
kirkwall,42.8,87.0,69.0,3.36,58.98,-2.96,Mon Oct 28 14:27:44 2019
merauke,75.81,91.0,100.0,5.41,-8.49,140.4,Mon Oct 28 14:27:44 2019
miri,73.63,73.0,95.0,3.22,10.31,9.75,Mon Oct 28 14:27:45 2019
laredo,89.73,43.0,5.0,11.41,27.51,-99.51,Mon Oct 28 14:24:06 2019
maldonado,66.2,93.0,90.0,8.05,-34.91,-54.96,Mon Oct 28 14:27:45 2019
ponta delgada,66.2,93.0,75.0,25.28,37.73,-25.67,Mon Oct 28 14:27:45 2019
doka,78.58,50.0,99.0,4.36,13.52,35.76,Mon Oct 28 14:27:45 2019
marsh harbour,81.5,79.0,30.0,9.1,26.54,-77.06,Mon Oct 28 14:27:45 2019
chabahar,73.4,53.0,64.0,3.94,25.29,60.65,Mon Oct 28 14:27:46 2019
volodarskiy,51.1,93.0,90.0,2.24,46.4,48.54,Mon Oct 28 14:27:46 2019
olga,73.58,15.0,1.0,2.46,34.11,-118.17,Mon Oct 28 14:26:45 2019
ust-kuyga,-6.96,93.0,98.0,6.24,70.0,135.55,Mon Oct 28 14:27:46 2019
nizhniy odes,22.14,90.0,99.0,8.46,63.64,54.86,Mon Oct 28 14:27:46 2019
romny,42.22,87.0,85.0,6.17,50.74,33.49,Mon Oct 28 14:27:47 2019
batagay-alyta,-6.27,86.0,83.0,3.24,67.8,130.41,Mon Oct 28 14:27:47 2019
x-can,-6.27,86.0,83.0,3.24,67.8,130.41,Mon Oct 28 14:27:47 2019
warmbad,36.19,93.0,17.0,2.24,50.67,13.08,Mon Oct 28 14:27:47 2019
malatya,50.0,93.0,75.0,3.36,38.35,38.32,Mon Oct 28 14:27:47 2019
labuhan,73.33,82.0,99.0,1.41,-2.54,115.51,Mon Oct 28 14:27:48 2019
gat,80.51,37.0,0.0,8.32,14.69,-16.54,Mon Oct 28 14:27:48 2019
cacapava do sul,81.93,86.0,58.0,2.21,-30.51,-53.49,Mon Oct 28 14:27:48 2019
kuytun,36.57,85.0,100.0,5.61,54.34,101.51,Mon Oct 28 14:27:48 2019
krasnoselkup,36.57,85.0,100.0,5.61,54.34,101.51,Mon Oct 28 14:27:48 2019
aloleng,75.02,81.0,97.0,5.99,16.13,119.78,Mon Oct 28 14:27:48 2019
