City,Temperature F,Humidity %,Cloudiness %,Wind Speed mph,Latitude,Longitude,Date
kemin,39.54,76.0,11.0,6.91,42.79,75.7,Sat Nov  2 17:15:34 2019
mackay,40.12,93.0,75.0,6.93,53.65,-115.58,Sat Nov  2 17:15:34 2019
yakeshi,17.04,41.0,0.0,1.57,49.28,120.73,Sat Nov  2 17:15:34 2019
mapimi,78.8,26.0,40.0,8.05,25.82,-103.85,Sat Nov  2 17:15:34 2019
erenhot,42.62,73.0,17.0,6.22,43.65,111.97,Sat Nov  2 17:15:35 2019
multan,66.2,88.0,20.0,6.6,30.2,71.47,Sat Nov  2 17:15:35 2019
marquelia,83.68,73.0,30.0,9.17,16.59,-98.82,Sat Nov  2 17:15:35 2019
betioky,83.68,73.0,30.0,9.17,16.59,-98.82,Sat Nov  2 17:15:35 2019
blacksburg,42.73,39.0,1.0,8.05,37.23,-80.41,Sat Nov  2 17:15:35 2019
red deer,39.43,93.0,90.0,6.93,52.27,-113.82,Sat Nov  2 17:15:36 2019
darhan,34.02,84.0,0.0,6.53,49.49,105.92,Sat Nov  2 17:15:36 2019
baillif,75.2,94.0,44.0,2.24,16.02,-61.75,Sat Nov  2 17:15:36 2019
milos,60.8,63.0,0.0,5.82,36.75,24.43,Sat Nov  2 17:14:25 2019
omboue,73.92,95.0,99.0,2.86,-1.57,9.26,Sat Nov  2 17:15:36 2019
maunabo,77.95,78.0,40.0,3.36,18.01,-65.9,Sat Nov  2 17:15:36 2019
poya,71.8,78.0,0.0,20.98,-21.35,165.16,Sat Nov  2 17:15:37 2019
tabas,60.8,36.0,0.0,2.24,33.6,56.92,Sat Nov  2 17:15:37 2019
galiwinku,60.8,36.0,0.0,2.24,33.6,56.92,Sat Nov  2 17:15:37 2019
matara,57.42,78.0,7.0,3.15,-3.48,29.48,Sat Nov  2 17:15:37 2019
kangaatsiaq,27.16,71.0,85.0,6.58,68.31,-53.46,Sat Nov  2 17:15:38 2019
tabialan,27.16,71.0,85.0,6.58,68.31,-53.46,Sat Nov  2 17:15:38 2019
springbok,56.43,24.0,50.0,3.91,-29.67,17.88,Sat Nov  2 17:15:38 2019
el faiyum,56.43,24.0,50.0,3.91,-29.67,17.88,Sat Nov  2 17:15:38 2019
phulji,78.1,51.0,58.0,8.93,26.88,67.68,Sat Nov  2 17:15:38 2019
dahegam,77.0,94.0,75.0,6.73,23.17,72.82,Sat Nov  2 17:15:39 2019
borama,77.0,94.0,75.0,6.73,23.17,72.82,Sat Nov  2 17:15:39 2019
weligama,75.34,91.0,24.0,2.51,5.97,80.42,Sat Nov  2 17:15:39 2019
old orchard beach,40.77,70.0,90.0,5.82,43.52,-70.38,Sat Nov  2 17:15:39 2019
kumano,61.68,62.0,75.0,2.24,34.34,132.59,Sat Nov  2 17:15:39 2019
tiznit,64.08,57.0,33.0,2.8,29.7,-9.73,Sat Nov  2 17:15:40 2019
hualmay,62.87,80.0,74.0,5.93,-11.1,-77.61,Sat Nov  2 17:15:40 2019
nuristan,51.8,93.0,83.0,6.93,38.49,65.64,Sat Nov  2 17:15:40 2019
bloomfield,38.79,64.0,1.0,5.82,40.75,-92.42,Sat Nov  2 17:10:52 2019
sakaiminato,56.25,76.0,75.0,3.36,35.55,133.23,Sat Nov  2 17:15:40 2019
todos santos,81.86,58.0,20.0,8.05,23.45,-110.23,Sat Nov  2 17:10:47 2019
malakal,81.86,58.0,20.0,8.05,23.45,-110.23,Sat Nov  2 17:10:47 2019
oarai,60.87,67.0,75.0,5.82,36.31,140.57,Sat Nov  2 17:15:41 2019
mocambique,60.87,67.0,75.0,5.82,36.31,140.57,Sat Nov  2 17:15:41 2019
alekseyevka,28.4,79.0,40.0,4.47,53.25,50.49,Sat Nov  2 17:15:42 2019
harper,58.86,31.0,1.0,5.91,30.3,-99.24,Sat Nov  2 17:15:42 2019
surat,75.11,86.0,55.0,3.09,21.19,72.81,Sat Nov  2 17:15:42 2019
lithia springs,49.42,66.0,1.0,3.36,35.46,-81.23,Sat Nov  2 17:15:42 2019
porto novo,69.8,83.0,87.0,5.82,-23.68,-45.44,Sat Nov  2 17:15:42 2019
la reforma,86.41,43.0,5.0,6.93,25.08,-108.06,Sat Nov  2 17:15:43 2019
devils lake,32.74,74.0,40.0,4.7,48.11,-98.87,Sat Nov  2 17:15:43 2019
manadhoo,82.29,68.0,0.0,4.05,5.77,73.38,Sat Nov  2 17:15:43 2019
saskatoon,32.0,91.0,40.0,5.82,52.13,-106.66,Sat Nov  2 17:13:14 2019
kadykchan,32.0,91.0,40.0,5.82,52.13,-106.66,Sat Nov  2 17:13:14 2019
hede,25.68,100.0,19.0,5.82,60.45,15.49,Sat Nov  2 17:15:44 2019
filingue,85.26,11.0,42.0,7.47,14.35,3.32,Sat Nov  2 17:15:44 2019
saint-francois,54.05,62.0,90.0,8.05,46.42,3.91,Sat Nov  2 17:15:44 2019
loanda,82.38,45.0,49.0,4.52,-22.93,-53.14,Sat Nov  2 17:15:44 2019
hovd,30.09,92.0,90.0,1.12,63.83,10.7,Sat Nov  2 17:15:44 2019
atasu,27.37,59.0,78.0,12.97,48.68,71.64,Sat Nov  2 17:15:45 2019
mamakan,18.77,95.0,100.0,1.99,57.82,114.02,Sat Nov  2 17:15:45 2019
penzance,49.06,87.0,100.0,8.05,50.12,-5.53,Sat Nov  2 17:15:45 2019
manokwari,78.19,74.0,100.0,4.9,-0.87,134.08,Sat Nov  2 17:15:45 2019
berbera,78.19,74.0,100.0,4.9,-0.87,134.08,Sat Nov  2 17:15:45 2019
qurunbaliyah,78.19,74.0,100.0,4.9,-0.87,134.08,Sat Nov  2 17:15:45 2019
san ramon,73.4,78.0,20.0,18.34,12.92,-85.84,Sat Nov  2 17:15:46 2019
ust-kamchatsk,73.4,78.0,20.0,18.34,12.92,-85.84,Sat Nov  2 17:15:46 2019
tocopilla,53.89,36.0,74.0,0.51,-22.09,-70.2,Sat Nov  2 17:15:46 2019
tambopata,53.89,36.0,74.0,0.51,-22.09,-70.2,Sat Nov  2 17:15:46 2019
luoyang,56.68,49.0,0.0,2.01,34.66,112.42,Sat Nov  2 17:15:47 2019
umm lajj,70.23,51.0,0.0,3.09,25.02,37.27,Sat Nov  2 17:15:47 2019
imbituba,75.2,94.0,75.0,18.34,-28.24,-48.67,Sat Nov  2 17:15:47 2019
meyungs,75.2,94.0,75.0,18.34,-28.24,-48.67,Sat Nov  2 17:15:47 2019
olenegorsk,19.35,92.0,100.0,3.27,68.14,33.28,Sat Nov  2 17:15:48 2019
lata,24.84,66.0,52.0,3.22,30.78,78.62,Sat Nov  2 17:15:48 2019
acarau,24.84,66.0,52.0,3.22,30.78,78.62,Sat Nov  2 17:15:48 2019
mae ramat,71.6,100.0,20.0,1.63,16.98,98.52,Sat Nov  2 17:15:48 2019
fortuna,61.0,54.0,20.0,9.17,40.6,-124.16,Sat Nov  2 17:15:49 2019
tsumeb,71.94,45.0,4.0,5.99,-19.25,17.72,Sat Nov  2 17:15:49 2019
plettenberg bay,62.2,79.0,25.0,8.3,-34.05,23.37,Sat Nov  2 17:15:49 2019
ambanja,74.73,87.0,90.0,3.44,-13.68,48.45,Sat Nov  2 17:15:49 2019
amancio,74.73,87.0,90.0,3.44,-13.68,48.45,Sat Nov  2 17:15:49 2019
sorland,40.08,66.0,54.0,19.66,67.67,12.69,Sat Nov  2 17:15:50 2019
senno,39.2,80.0,100.0,11.18,57.76,27.95,Sat Nov  2 17:15:50 2019
boguchany,23.34,78.0,100.0,7.81,58.38,97.46,Sat Nov  2 17:15:50 2019
freeport,80.6,74.0,20.0,3.36,26.54,-78.7,Sat Nov  2 17:12:21 2019
susanville,58.51,9.0,1.0,3.36,40.42,-120.65,Sat Nov  2 17:11:09 2019
peniche,62.69,88.0,20.0,11.41,39.36,-9.38,Sat Nov  2 17:15:51 2019
someshwar,48.47,73.0,25.0,4.76,29.78,79.6,Sat Nov  2 17:15:51 2019
manzhouli,21.65,36.0,0.0,2.01,49.6,117.43,Sat Nov  2 17:15:51 2019
ormond beach,68.94,83.0,90.0,11.41,29.29,-81.06,Sat Nov  2 17:15:51 2019
zolotinka,68.94,83.0,90.0,11.41,29.29,-81.06,Sat Nov  2 17:15:51 2019
sulangan,82.51,76.0,95.0,5.66,11.14,123.72,Sat Nov  2 17:15:52 2019
zheshart,15.42,96.0,39.0,3.49,62.09,49.59,Sat Nov  2 17:15:52 2019
apricena,63.91,77.0,75.0,4.7,41.78,15.44,Sat Nov  2 17:15:52 2019
weihai,56.39,67.0,93.0,14.41,37.5,122.11,Sat Nov  2 17:15:53 2019
teneguiban,56.39,67.0,93.0,14.41,37.5,122.11,Sat Nov  2 17:15:53 2019
rio gallegos,59.0,54.0,100.0,23.04,-51.62,-69.22,Sat Nov  2 17:15:53 2019
gladstone,77.0,69.0,40.0,14.99,-23.84,151.26,Sat Nov  2 17:15:53 2019
ribas do rio pardo,83.64,43.0,85.0,7.96,-20.45,-53.76,Sat Nov  2 17:15:53 2019
arlit,83.21,13.0,39.0,2.93,18.74,7.39,Sat Nov  2 17:15:54 2019
tokur,14.09,67.0,39.0,1.14,53.13,132.9,Sat Nov  2 17:12:06 2019
angoche,75.04,89.0,35.0,4.05,-16.23,39.91,Sat Nov  2 17:15:54 2019
karaul,75.04,89.0,35.0,4.05,-16.23,39.91,Sat Nov  2 17:15:54 2019
mubi,74.86,45.0,100.0,2.84,10.27,13.26,Sat Nov  2 17:15:54 2019
anadyr,21.09,92.0,40.0,4.47,64.73,177.51,Sat Nov  2 17:15:55 2019
angangxi,21.09,92.0,40.0,4.47,64.73,177.51,Sat Nov  2 17:15:55 2019
bolshegrivskoye,21.09,92.0,40.0,4.47,64.73,177.51,Sat Nov  2 17:15:55 2019
verkhnyaya inta,3.76,87.0,0.0,4.27,65.99,60.32,Sat Nov  2 17:15:56 2019
surt,66.38,68.0,0.0,6.64,31.21,16.59,Sat Nov  2 17:15:57 2019
puerto del rosario,73.4,69.0,42.0,10.29,28.5,-13.86,Sat Nov  2 17:15:57 2019
chagda,73.4,69.0,42.0,10.29,28.5,-13.86,Sat Nov  2 17:15:57 2019
bonavista,39.0,84.0,56.0,5.99,48.65,-53.11,Sat Nov  2 17:15:57 2019
maseru,49.33,56.0,0.0,1.39,-29.31,27.48,Sat Nov  2 17:15:58 2019
grand-lahou,80.78,80.0,83.0,13.53,5.24,-5.0,Sat Nov  2 17:15:58 2019
afmadu,80.78,80.0,83.0,13.53,5.24,-5.0,Sat Nov  2 17:15:58 2019
bairiki,80.78,80.0,83.0,13.53,5.24,-5.0,Sat Nov  2 17:15:58 2019
sittingbourne,48.24,93.0,68.0,13.87,51.34,0.73,Sat Nov  2 17:15:58 2019
pyaozerskiy,32.54,88.0,100.0,20.74,65.83,31.17,Sat Nov  2 17:15:59 2019
urengoy,4.66,94.0,100.0,9.62,65.96,78.37,Sat Nov  2 17:15:59 2019
makakilo city,83.8,58.0,1.0,11.41,21.35,-158.09,Sat Nov  2 17:15:59 2019
ostersund,29.25,86.0,92.0,4.7,63.18,14.64,Sat Nov  2 17:15:59 2019
northam,59.0,72.0,90.0,4.7,-31.65,116.67,Sat Nov  2 17:15:59 2019
moron,80.06,74.0,59.0,6.82,18.56,-74.26,Sat Nov  2 17:16:00 2019
eguia,80.51,79.0,100.0,3.67,15.91,119.89,Sat Nov  2 17:16:00 2019
saquarema,77.0,88.0,20.0,6.93,-22.93,-42.51,Sat Nov  2 17:16:00 2019
nowy tomysl,47.12,93.0,100.0,8.05,52.32,16.13,Sat Nov  2 17:16:00 2019
port pirie,64.4,52.0,50.0,13.87,-33.18,138.01,Sat Nov  2 17:16:00 2019
kushiro,48.2,39.0,20.0,6.93,43.11,144.15,Sat Nov  2 17:16:01 2019
jiayuguan,37.89,34.0,0.0,4.79,39.77,98.29,Sat Nov  2 17:16:01 2019
nguiu,37.89,34.0,0.0,4.79,39.77,98.29,Sat Nov  2 17:16:01 2019
estelle,57.94,93.0,100.0,8.05,43.97,3.47,Sat Nov  2 17:16:01 2019
nawalgarh,70.54,48.0,10.0,2.37,27.85,75.27,Sat Nov  2 17:16:01 2019
raudeberg,38.61,55.0,0.0,9.17,61.99,5.14,Sat Nov  2 17:16:01 2019
ust-tsilma,11.12,96.0,5.0,3.38,65.44,52.15,Sat Nov  2 17:16:02 2019
yuancheng,11.12,96.0,5.0,3.38,65.44,52.15,Sat Nov  2 17:16:02 2019
lancut,47.07,87.0,100.0,9.17,50.07,22.23,Sat Nov  2 17:16:02 2019
bargal,47.07,87.0,100.0,9.17,50.07,22.23,Sat Nov  2 17:16:02 2019
sagua la grande,77.0,88.0,75.0,2.24,22.81,-80.07,Sat Nov  2 17:16:02 2019
liuzhou,64.13,79.0,74.0,7.54,24.32,109.41,Sat Nov  2 17:16:03 2019
galle,72.05,76.0,100.0,3.0,10.08,-12.83,Sat Nov  2 17:16:03 2019
fare,81.32,79.0,24.0,11.14,-16.7,-151.02,Sat Nov  2 17:16:03 2019
bogense,47.75,93.0,90.0,8.05,55.57,10.09,Sat Nov  2 17:16:03 2019
quatre cocos,70.48,88.0,75.0,12.75,-20.21,57.76,Sat Nov  2 17:16:04 2019
wanaka,64.17,38.0,0.0,7.31,-44.7,169.14,Sat Nov  2 17:16:04 2019
rio grande,70.0,96.0,100.0,5.99,-32.03,-52.1,Sat Nov  2 17:16:04 2019
kalmunai,80.04,82.0,9.0,8.61,7.42,81.82,Sat Nov  2 17:16:04 2019
egvekinot,9.39,92.0,64.0,1.81,66.32,-179.17,Sat Nov  2 17:16:04 2019
bonfim,73.4,64.0,6.0,8.05,-20.33,-44.24,Sat Nov  2 17:16:05 2019
naze,73.9,97.0,83.0,2.68,5.43,7.07,Sat Nov  2 17:16:05 2019
sterling,41.22,80.0,1.0,4.07,39.0,-77.4,Sat Nov  2 17:16:05 2019
delijan,52.16,44.0,0.0,1.43,33.99,50.69,Sat Nov  2 17:16:05 2019
mayo,28.4,100.0,90.0,1.45,63.59,-135.9,Sat Nov  2 17:16:06 2019
puerto baquerizo moreno,71.6,83.0,75.0,11.41,-0.9,-89.6,Sat Nov  2 17:16:06 2019
kalangala,69.8,94.0,20.0,9.15,-0.32,32.29,Sat Nov  2 17:16:06 2019
hellvik,40.33,59.0,87.0,3.36,59.92,5.78,Sat Nov  2 17:16:06 2019
kedrovyy,24.8,62.0,64.0,6.71,56.17,91.82,Sat Nov  2 17:12:05 2019
wexford,43.75,70.0,90.0,8.05,40.63,-80.06,Sat Nov  2 17:16:07 2019
maldonado,62.6,100.0,42.0,8.05,-34.91,-54.96,Sat Nov  2 17:16:07 2019
kaimganj,72.75,47.0,0.0,4.72,27.55,79.34,Sat Nov  2 17:16:07 2019
millinocket,34.43,75.0,1.0,4.61,45.66,-68.71,Sat Nov  2 17:16:07 2019
grand centre,34.43,75.0,1.0,4.61,45.66,-68.71,Sat Nov  2 17:16:07 2019
tiarei,86.0,70.0,75.0,17.22,-17.53,-149.33,Sat Nov  2 17:16:08 2019
marhaura,73.4,100.0,40.0,4.29,25.97,84.87,Sat Nov  2 17:16:08 2019
pitea,26.13,85.0,50.0,13.87,65.32,21.48,Sat Nov  2 17:16:08 2019
utiroa,26.13,85.0,50.0,13.87,65.32,21.48,Sat Nov  2 17:16:08 2019
athabasca,35.31,93.0,100.0,7.31,54.72,-113.29,Sat Nov  2 17:12:43 2019
dali,53.58,53.0,0.0,1.52,34.79,109.94,Sat Nov  2 17:16:09 2019
sarany,21.63,94.0,97.0,9.35,58.55,58.76,Sat Nov  2 17:16:09 2019
verkhoyansk,-7.53,81.0,83.0,2.48,67.55,133.39,Sat Nov  2 17:16:09 2019
sept-iles,33.62,57.0,75.0,4.68,50.2,-66.38,Sat Nov  2 17:12:52 2019
wattegama,70.88,95.0,25.0,1.74,7.35,80.68,Sat Nov  2 17:16:09 2019
verkhnyaya toyma,15.28,95.0,0.0,5.32,62.24,45.0,Sat Nov  2 17:16:10 2019
halifax,37.04,80.0,5.0,5.82,44.65,-63.58,Sat Nov  2 17:11:39 2019
contamana,84.58,55.0,69.0,3.33,-7.35,-75.01,Sat Nov  2 17:16:10 2019
sam roi yot,75.2,88.0,20.0,2.24,12.21,99.86,Sat Nov  2 17:16:10 2019
sarakhs,61.86,34.0,2.0,10.31,36.54,61.16,Sat Nov  2 17:16:11 2019
slobozia,52.0,59.0,82.0,1.01,44.56,27.36,Sat Nov  2 17:16:11 2019
ermelo,51.4,81.0,90.0,13.87,52.3,5.62,Sat Nov  2 17:16:11 2019
lima,64.4,88.0,90.0,10.29,-12.06,-77.04,Sat Nov  2 17:16:11 2019
bemidji,29.79,74.0,90.0,4.7,47.48,-94.89,Sat Nov  2 17:16:11 2019
kushmurun,29.79,74.0,90.0,4.7,47.48,-94.89,Sat Nov  2 17:16:11 2019
whitehorse,37.62,86.0,75.0,3.36,60.72,-135.06,Sat Nov  2 17:16:12 2019
edd,81.05,69.0,31.0,0.2,13.93,41.69,Sat Nov  2 17:16:12 2019
conceicao do araguaia,81.97,57.0,59.0,2.57,-8.26,-49.26,Sat Nov  2 17:16:12 2019
sabinas,58.03,43.0,85.0,4.36,27.85,-101.13,Sat Nov  2 17:16:12 2019
kutum,69.42,23.0,28.0,7.67,14.2,24.66,Sat Nov  2 17:16:13 2019
jesus del monte,57.2,67.0,90.0,8.05,19.11,-99.99,Sat Nov  2 17:16:13 2019
santona,61.23,93.0,75.0,9.01,43.44,-3.46,Sat Nov  2 17:16:13 2019
goundam,84.11,18.0,75.0,10.83,16.42,-3.66,Sat Nov  2 17:16:13 2019
manta,45.48,72.0,100.0,2.39,45.1,24.1,Sat Nov  2 17:16:13 2019
kamina,63.59,92.0,48.0,2.44,-8.74,25.0,Sat Nov  2 17:16:14 2019
kerman,44.6,48.0,0.0,4.7,30.29,57.06,Sat Nov  2 17:16:14 2019
serik,57.2,62.0,0.0,6.93,36.92,31.1,Sat Nov  2 17:16:14 2019
boende,69.62,93.0,100.0,0.4,-0.28,20.88,Sat Nov  2 17:16:15 2019
liwale,72.25,87.0,33.0,5.28,-9.8,37.92,Sat Nov  2 17:16:15 2019
antalaha,77.04,81.0,95.0,17.07,-14.9,50.28,Sat Nov  2 17:16:15 2019
bilma,77.47,15.0,0.0,7.4,18.69,12.92,Sat Nov  2 17:16:16 2019
black river,80.6,83.0,20.0,11.41,18.03,-77.85,Sat Nov  2 17:16:16 2019
abha,59.7,38.0,28.0,6.93,18.22,42.5,Sat Nov  2 17:16:16 2019
muros,59.16,100.0,90.0,11.41,42.77,-9.06,Sat Nov  2 17:16:16 2019
acari,72.07,75.0,20.0,24.74,-6.44,-36.64,Sat Nov  2 17:16:16 2019
one hundred mile house,72.07,75.0,20.0,24.74,-6.44,-36.64,Sat Nov  2 17:16:16 2019
altamira,83.12,57.0,85.0,1.68,-3.2,-52.21,Sat Nov  2 17:16:17 2019
krasnobrodskiy,25.84,66.0,0.0,9.06,54.16,86.45,Sat Nov  2 17:16:17 2019
bay roberts,39.11,86.0,5.0,8.05,47.58,-53.28,Sat Nov  2 17:16:18 2019
greytown,61.23,61.0,0.0,3.2,-29.06,30.59,Sat Nov  2 17:16:19 2019
yanan,61.23,61.0,0.0,3.2,-29.06,30.59,Sat Nov  2 17:16:19 2019
tawnat,61.23,61.0,0.0,3.2,-29.06,30.59,Sat Nov  2 17:16:19 2019
itapirapua,75.92,75.0,59.0,4.38,-15.82,-50.61,Sat Nov  2 17:16:19 2019
gigmoto,83.5,76.0,51.0,5.5,13.78,124.39,Sat Nov  2 17:16:19 2019
lolua,83.5,76.0,51.0,5.5,13.78,124.39,Sat Nov  2 17:16:19 2019
camapua,80.74,49.0,49.0,1.83,-19.53,-54.04,Sat Nov  2 17:16:20 2019
fort morgan,40.86,55.0,1.0,5.82,40.25,-103.8,Sat Nov  2 17:16:20 2019
ardalstangen,27.54,77.0,0.0,7.05,61.24,7.7,Sat Nov  2 17:16:20 2019
pouebo,77.67,50.0,43.0,9.15,-20.4,164.57,Sat Nov  2 17:16:20 2019
cove,57.47,38.0,40.0,4.7,29.8,-94.84,Sat Nov  2 17:16:21 2019
pitogo,81.97,79.0,72.0,4.9,13.79,122.09,Sat Nov  2 17:16:21 2019
sinnamary,82.76,78.0,64.0,16.75,5.38,-52.96,Sat Nov  2 17:16:21 2019
myrtle beach,54.19,67.0,1.0,9.17,33.7,-78.89,Sat Nov  2 17:16:21 2019
maraa,75.76,92.0,95.0,1.41,-1.83,-65.37,Sat Nov  2 17:16:21 2019
santa maria,74.57,54.0,40.0,5.82,-16.02,-48.01,Sat Nov  2 17:16:22 2019
watsa,64.31,97.0,100.0,2.15,3.04,29.53,Sat Nov  2 17:16:22 2019
ratnagiri,70.03,95.0,5.0,2.46,16.98,73.3,Sat Nov  2 17:16:22 2019
barrie,37.74,80.0,40.0,10.74,44.38,-79.7,Sat Nov  2 17:13:16 2019
fengzhen,39.22,89.0,39.0,1.25,40.43,113.15,Sat Nov  2 17:16:22 2019
inhambane,74.61,75.0,55.0,11.34,-23.87,35.38,Sat Nov  2 17:16:23 2019
kapustin yar-1,74.61,75.0,55.0,11.34,-23.87,35.38,Sat Nov  2 17:16:23 2019
businga,69.8,97.0,100.0,1.32,3.34,20.89,Sat Nov  2 17:16:23 2019
lodhran,67.87,58.0,0.0,6.53,29.54,71.63,Sat Nov  2 17:16:23 2019
pacifica,71.64,59.0,1.0,9.4,37.61,-122.49,Sat Nov  2 17:16:23 2019
college,20.16,92.0,90.0,1.03,64.86,-147.8,Sat Nov  2 17:16:24 2019
thaton,72.84,94.0,0.0,2.15,16.91,97.37,Sat Nov  2 17:16:24 2019
parit raja,72.84,94.0,0.0,2.15,16.91,97.37,Sat Nov  2 17:16:24 2019
salvador,77.0,83.0,75.0,2.24,-12.98,-38.48,Sat Nov  2 17:14:54 2019
port hawkesbury,35.01,87.0,1.0,4.7,45.62,-61.36,Sat Nov  2 17:16:24 2019
cao bang,66.78,87.0,83.0,0.96,22.67,106.25,Sat Nov  2 17:16:25 2019
wolverhampton,47.07,93.0,40.0,3.36,52.58,-2.13,Sat Nov  2 17:16:25 2019
nenjiang,22.93,67.0,0.0,2.8,49.17,125.23,Sat Nov  2 17:16:25 2019
oksfjord,17.76,72.0,77.0,14.99,70.24,22.35,Sat Nov  2 17:16:25 2019
uige,67.15,95.0,89.0,0.65,-7.61,15.06,Sat Nov  2 17:16:25 2019
prince george,42.57,93.0,90.0,8.05,53.92,-122.75,Sat Nov  2 17:16:26 2019
johvi,42.04,89.0,100.0,20.78,59.36,27.41,Sat Nov  2 17:16:26 2019
sabang,80.01,91.0,84.0,2.15,13.8,121.11,Sat Nov  2 17:16:26 2019
san juan,71.4,16.0,27.0,12.1,-31.54,-68.53,Sat Nov  2 17:16:14 2019
akdepe,47.3,65.0,49.0,9.17,42.05,59.39,Sat Nov  2 17:16:27 2019
kerteh,47.3,65.0,49.0,9.17,42.05,59.39,Sat Nov  2 17:16:27 2019
smithers,51.8,71.0,75.0,6.93,54.78,-127.17,Sat Nov  2 17:16:31 2019
searcy,46.67,75.0,1.0,5.06,35.25,-91.74,Sat Nov  2 17:16:32 2019
cheremukhovo,24.35,96.0,67.0,5.86,56.23,46.23,Sat Nov  2 17:16:32 2019
cayhagan,81.37,78.0,100.0,7.36,9.67,122.43,Sat Nov  2 17:16:32 2019
stamsund,81.37,78.0,100.0,7.36,9.67,122.43,Sat Nov  2 17:16:32 2019
labuhan,76.98,87.0,100.0,0.85,-2.54,115.51,Sat Nov  2 17:16:32 2019
maumere,84.22,58.0,35.0,1.68,-8.63,122.22,Sat Nov  2 17:16:33 2019
mount pleasant,52.54,35.0,1.0,3.36,33.16,-94.97,Sat Nov  2 17:13:06 2019
forbes,67.39,88.0,100.0,19.69,-33.38,148.01,Sat Nov  2 17:16:33 2019
mugumu,65.79,62.0,21.0,6.85,-1.84,34.67,Sat Nov  2 17:16:36 2019
aquiraz,80.24,74.0,40.0,10.29,-3.9,-38.39,Sat Nov  2 17:16:37 2019
anderson,51.6,27.0,1.0,6.93,34.51,-82.65,Sat Nov  2 17:14:02 2019
honiara,87.8,74.0,40.0,9.17,-9.43,159.96,Sat Nov  2 17:16:37 2019
vesyegonsk,35.31,87.0,100.0,12.28,58.67,37.27,Sat Nov  2 17:16:37 2019
lingyuan,34.66,25.0,90.0,11.95,41.24,119.4,Sat Nov  2 17:16:37 2019
vanimo,82.76,73.0,97.0,3.98,-2.67,141.3,Sat Nov  2 17:16:38 2019
polunochnoye,16.27,95.0,87.0,2.57,60.87,60.43,Sat Nov  2 17:16:38 2019
nacozari,86.95,39.0,0.0,11.01,25.34,-108.26,Sat Nov  2 17:16:38 2019
high prairie,35.92,92.0,99.0,5.59,55.43,-116.48,Sat Nov  2 17:16:38 2019
kyshtovka,20.98,79.0,1.0,7.96,56.56,76.62,Sat Nov  2 17:16:38 2019
lisakovsk,27.77,70.0,100.0,4.79,52.55,62.49,Sat Nov  2 17:16:39 2019
barsovo,8.6,100.0,57.0,6.71,61.17,73.17,Sat Nov  2 17:16:39 2019
homer,41.36,93.0,75.0,3.36,59.64,-151.54,Sat Nov  2 17:16:39 2019
khudumelapye,72.66,53.0,65.0,4.43,-23.91,24.95,Sat Nov  2 17:16:39 2019
lengshuitan,62.06,81.0,95.0,2.46,26.41,111.6,Sat Nov  2 17:16:39 2019
kununurra,86.0,70.0,15.0,6.93,-15.77,128.74,Sat Nov  2 17:16:40 2019
bayan,29.68,40.0,0.0,1.77,36.1,102.26,Sat Nov  2 17:16:40 2019
borgarnes,35.76,51.0,100.0,9.17,64.54,-21.92,Sat Nov  2 17:16:40 2019
inuvik,26.01,92.0,75.0,5.82,68.36,-133.71,Sat Nov  2 17:16:40 2019
nador,64.54,77.0,2.0,6.93,35.17,-2.93,Sat Nov  2 17:16:41 2019
miri,75.24,44.0,76.0,3.02,10.31,9.75,Sat Nov  2 17:16:41 2019
wellington,64.98,68.0,0.0,17.22,-41.29,174.78,Sat Nov  2 17:16:26 2019
shawnee,48.67,34.0,1.0,3.04,35.33,-96.93,Sat Nov  2 17:14:39 2019
dickinson,39.06,59.0,90.0,3.36,46.88,-102.79,Sat Nov  2 17:12:03 2019
enkoping,38.07,93.0,68.0,9.17,59.64,17.08,Sat Nov  2 17:16:42 2019
novo aripuana,78.03,83.0,100.0,3.56,-5.12,-60.38,Sat Nov  2 17:16:42 2019
bogorodskoye,23.54,90.0,100.0,24.16,52.37,140.44,Sat Nov  2 17:16:43 2019
kenai,39.69,93.0,90.0,9.17,60.55,-151.26,Sat Nov  2 17:16:43 2019
birjand,42.8,45.0,0.0,6.93,32.86,59.22,Sat Nov  2 17:16:43 2019
san policarpo,83.03,72.0,37.0,3.71,12.18,125.51,Sat Nov  2 17:16:43 2019
kazalinsk,83.03,72.0,37.0,3.71,12.18,125.51,Sat Nov  2 17:16:43 2019
maceio,75.2,88.0,75.0,4.7,-9.67,-35.74,Sat Nov  2 17:16:44 2019
lakki marwat,68.43,55.0,0.0,1.83,32.61,70.91,Sat Nov  2 17:16:44 2019
saint-augustin,40.01,64.0,90.0,4.7,45.63,-73.98,Sat Nov  2 17:16:44 2019
santa cruz cabralia,77.0,73.0,20.0,5.82,-16.28,-39.02,Sat Nov  2 17:16:44 2019
buchanan,73.4,94.0,20.0,1.92,5.88,-10.05,Sat Nov  2 17:16:45 2019
nicoya,77.23,74.0,75.0,6.93,10.15,-85.45,Sat Nov  2 17:16:45 2019
campo verde,82.4,69.0,20.0,3.36,-8.47,-74.81,Sat Nov  2 17:16:45 2019
nanding,58.3,83.0,99.0,3.15,24.87,105.42,Sat Nov  2 17:16:45 2019
palasa,58.3,83.0,99.0,3.15,24.87,105.42,Sat Nov  2 17:16:45 2019
